Descriptores,2008|Artes visuales y plásticas,2008|Artes escénicas y espectáculos,2008|Música y conciertos,"2008|Libros, impresiones y prensa",2008|Medios audiovisuales,2008|Artesanías,2008|Diseño y servicios creativos,2008|Patrimonio cutural y natural,2008|Formación y difusión cultural,2008|Contenidos digitales e internet,2008|Total cultura,2008|Valor agregado bruto,2009|Artes visuales y plásticas,2009|Artes escénicas y espectáculos,2009|Música y conciertos,"2009|Libros, impresiones y prensa",2009|Medios audiovisuales,2009|Artesanías,2009|Diseño y servicios creativos,2009|Patrimonio cutural y natural,2009|Formación y difusión cultural,2009|Contenidos digitales e internet,2009|Total cultura,2009|Valor agregado bruto,2010|Artes visuales y plásticas,2010|Artes escénicas y espectáculos,2010|Música y conciertos,"2010|Libros, impresiones y prensa",2010|Medios audiovisuales,2010|Artesanías,2010|Diseño y servicios creativos,2010|Patrimonio cutural y natural,2010|Formación y difusión cultural,2010|Contenidos digitales e internet,2010|Total cultura,2010|Valor agregado bruto,2011|Artes visuales y plásticas,2011|Artes escénicas y espectáculos,2011|Música y conciertos,"2011|Libros, impresiones y prensa",2011|Medios audiovisuales,2011|Artesanías,2011|Diseño y servicios creativos,2011|Patrimonio cutural y natural,2011|Formación y difusión cultural,2011|Contenidos digitales e internet,2011|Total cultura,2011|Valor agregado bruto,2012|Artes visuales y plásticas,2012|Artes escénicas y espectáculos,2012|Música y conciertos,"2012|Libros, impresiones y prensa",2012|Medios audiovisuales,2012|Artesanías,2012|Diseño y servicios creativos,2012|Patrimonio cutural y natural,2012|Formación y difusión cultural,2012|Contenidos digitales e internet,2012|Total cultura,2012|Valor agregado bruto,2013|Artes visuales y plásticas,2013|Artes escénicas y espectáculos,2013|Música y conciertos,"2013|Libros, impresiones y prensa",2013|Medios audiovisuales,2013|Artesanías,2013|Diseño y servicios creativos,2013|Patrimonio cutural y natural,2013|Formación y difusión cultural,2013|Contenidos digitales e internet,2013|Total cultura,2013|Valor agregado bruto,2014|Artes visuales y plásticas,2014|Artes escénicas y espectáculos,2014|Música y conciertos,"2014|Libros, impresiones y prensa",2014|Medios audiovisuales,2014|Artesanías,2014|Diseño y servicios creativos,2014|Patrimonio cutural y natural,2014|Formación y difusión cultural,2014|Contenidos digitales e internet,2014|Total cultura,2014|Valor agregado bruto,2015|Artes visuales y plásticas,2015|Artes escénicas y espectáculos,2015|Música y conciertos,"2015|Libros, impresiones y prensa",2015|Medios audiovisuales,2015|Artesanías,2015|Diseño y servicios creativos,2015|Patrimonio cutural y natural,2015|Formación y difusión cultural,2015|Contenidos digitales e internet,2015|Total cultura,2015|Valor agregado bruto,2016|Artes visuales y plásticas,2016|Artes escénicas y espectáculos,2016|Música y conciertos,"2016|Libros, impresiones y prensa",2016|Medios audiovisuales,2016|Artesanías,2016|Diseño y servicios creativos,2016|Patrimonio cutural y natural,2016|Formación y difusión cultural,2016|Contenidos digitales e internet,2016|Total cultura,2016|Valor agregado bruto,2017|Artes visuales y plásticas,2017|Artes escénicas y espectáculos,2017|Música y conciertos,"2017|Libros, impresiones y prensa",2017|Medios audiovisuales,2017|Artesanías,2017|Diseño y servicios creativos,2017|Patrimonio cutural y natural,2017|Formación y difusión cultural,2017|Contenidos digitales e internet,2017|Total cultura,2017|Valor agregado bruto,2018|Artes visuales y plásticas,2018|Artes escénicas y espectáculos,2018|Música y conciertos,"2018|Libros, impresiones y prensa",2018|Medios audiovisuales,2018|Artesanías,2018|Diseño y servicios creativos,2018|Patrimonio cutural y natural,2018|Formación y difusión cultural,2018|Contenidos digitales e internet,2018|Total cultura,2018|Valor agregado bruto,2019|Artes visuales y plásticas,2019|Artes escénicas y espectáculos,2019|Música y conciertos,"2019|Libros, impresiones y prensa",2019|Medios audiovisuales,2019|Artesanías,2019|Diseño y servicios creativos,2019|Patrimonio cutural y natural,2019|Formación y difusión cultural,2019|Contenidos digitales e internet,2019|Total cultura,2019|Valor agregado bruto<C1>,2020|Artes visuales y plásticas,2020|Artes escénicas y espectáculos,2020|Música y conciertos,"2020|Libros, impresiones y prensa",2020|Medios audiovisuales,2020|Artesanías,2020|Diseño y servicios creativos,2020|Patrimonio cutural y natural,2020|Formación y difusión cultural,2020|Contenidos digitales e internet,2020|Total cultura,2020|Valor agregado bruto<C1>,2021|Artes visuales y plásticas,2021|Artes escénicas y espectáculos,2021|Música y conciertos,"2021|Libros, impresiones y prensa",2021|Medios audiovisuales,2021|Artesanías,2021|Diseño y servicios creativos,2021|Patrimonio cutural y natural,2021|Formación y difusión cultural,2021|Contenidos digitales e internet,2021|Total cultura,2021|Valor agregado bruto<C1>,2022|Artes visuales y plásticas<P>,2022|Artes escénicas y espectáculos<P>,2022|Música y conciertos<P>,"2022|Libros, impresiones y prensa<P>",2022|Medios audiovisuales<P>,2022|Artesanías<P>,2022|Diseño y servicios creativos<P>,2022|Patrimonio cutural y natural<P>,2022|Formación y difusión cultural<P>,2022|Contenidos digitales e internet<P>,2022|Total cultura<P>,"2022|Valor agregado bruto<C2,P>",2023|Artes visuales y plásticas<P>,2023|Artes escénicas y espectáculos<P>,2023|Música y conciertos<P>,"2023|Libros, impresiones y prensa<P>",2023|Medios audiovisuales<P>,2023|Artesanías<P>,2023|Diseño y servicios creativos<P>,2023|Patrimonio cutural y natural<P>,2023|Formación y difusión cultural<P>,2023|Contenidos digitales e internet<P>,2023|Total cultura<P>,"2023|Valor agregado bruto<C2,P>"
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Jalisco",7.873,10.791,4.185,5.102,4.766,10.611,7.583,3.887,6.849,6.805,6.71,6.489,7.843,10.734,4.195,5.131,4.929,10.438,7.506,3.916,6.844,6.545,6.612,6.632,7.742,10.846,4.309,5.057,4.691,10.243,7.449,3.88,6.926,6.365,6.617,6.666,7.692,10.682,4.203,5.057,4.763,10.612,7.434,3.886,6.939,6.477,6.665,6.539,7.673,10.753,4.296,5.085,5.101,10.723,7.393,3.866,6.905,6.138,6.739,6.613,7.558,10.809,4.216,5.037,5.432,10.534,7.412,3.867,6.955,6.04,6.751,6.794,7.717,10.769,4.178,4.992,6.224,10.593,7.45,3.828,6.96,6.104,6.906,6.869,7.744,10.878,4.225,4.908,6.072,10.444,7.354,3.789,6.941,6.163,6.854,7.083,8.064,10.944,4.299,4.997,5.505,9.993,7.337,3.933,6.95,6.784,6.855,7.278,7.659,10.964,4.323,5.047,5.308,10.315,7.473,3.795,6.985,6.927,6.922,7.194,7.78,11.053,4.276,5.109,4.993,10.488,7.482,3.723,6.928,6.831,6.941,7.187,7.688,10.911,4.196,5.208,4.706,10.367,7.351,3.671,6.95,6.936,6.845,7.271,7.409,10.457,4.153,5.172,4.186,11.109,7.458,3.567,6.819,6.854,7.059,7.413,7.687,10.825,4.344,5.324,3.523,10.372,7.52,3.714,6.747,7.288,7.046,7.34,7.579,10.89,4.456,5.105,3.359,10.544,7.352,3.744,6.802,7.184,6.956,7.478,7.401,10.662,4.538,5.234,3.389,10.746,7.426,3.907,6.887,7.242,7.056,7.391
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|México",11.051,6.858,10.297,11.566,5.111,7.667,5.311,5.158,12.426,1.504,6.543,8.402,11.094,6.727,10.356,11.852,5.222,7.756,5.429,5.193,12.447,1.468,6.631,8.699,11.012,6.701,10.479,11.496,5.273,7.661,5.455,5.151,12.449,1.471,6.495,8.803,11.068,6.774,10.362,11.516,5.321,7.471,5.338,5.148,12.474,1.51,6.595,8.816,11.069,6.81,10.405,11.635,5.636,7.573,5.356,5.149,12.499,1.541,6.68,8.763,11.02,6.85,10.114,11.617,5.756,7.535,5.209,5.226,12.507,1.546,6.581,8.929,10.987,6.886,10.014,11.683,5.908,7.56,5.21,5.259,12.531,1.549,6.594,8.976,11.138,6.931,10.221,11.741,5.851,7.588,5.342,5.281,12.556,1.533,6.691,9.126,11.215,7.194,10.284,11.899,5.889,7.706,5.439,5.571,12.588,2.551,7.009,9.13,11.199,7.206,10.21,11.805,5.799,7.768,5.416,5.58,12.62,2.222,6.856,9.22,11.151,7.151,9.999,11.946,5.663,7.762,5.398,5.627,12.656,2.246,6.791,9.222,11.289,7.377,10.131,12.147,6.004,7.771,5.36,5.552,12.706,2.507,6.977,9.093,11.186,6.908,10.148,12.318,4.743,7.868,5.407,5.1,12.757,2.32,6.478,9.199,11.571,7.242,9.78,12.379,4.587,7.973,5.473,4.566,12.833,2.196,6.439,9.209,11.553,7.503,8.599,11.425,4.272,7.893,5.395,4.495,12.856,2.231,6.347,9.089,11.398,7.322,8.302,11.652,4.62,7.846,5.133,4.654,12.872,2.321,6.342,9.051
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Michoacán de Ocampo",1.56,1.672,2.424,2.431,1.369,10.728,1.183,4.048,2.226,0.732,2.857,2.316,1.565,1.717,2.43,2.444,1.416,10.673,1.187,4.196,2.229,0.754,2.845,2.489,1.555,1.701,2.546,2.41,1.58,10.851,1.196,4.2,2.226,0.77,2.992,2.393,1.538,1.746,2.447,2.398,1.562,10.632,1.181,4.174,2.229,0.764,3.019,2.476,1.536,1.789,2.552,2.395,1.65,10.736,1.19,4.201,2.233,0.796,3.138,2.4,1.485,1.64,2.52,2.376,1.661,10.578,1.159,4.066,2.233,0.807,3.082,2.434,1.528,1.748,2.523,2.385,1.618,10.534,1.164,4.304,2.235,0.805,3.05,2.492,1.512,1.676,2.539,2.366,1.585,10.685,1.213,4.143,2.239,0.8,3.1,2.477,1.449,1.606,2.589,2.352,1.657,11.054,1.174,4.209,2.243,0.659,3.186,2.547,1.504,1.656,2.651,2.374,1.606,10.952,1.174,4.456,2.245,0.64,3.219,2.611,1.511,1.635,2.648,2.366,1.581,11.047,1.164,4.61,2.251,0.648,3.313,2.651,1.593,1.628,2.605,2.374,1.702,11.143,1.19,4.724,2.252,0.887,3.42,2.684,1.565,1.562,2.789,2.376,1.055,10.508,1.156,3.249,2.263,0.625,3.179,2.772,1.654,1.626,3.002,2.356,1.175,11.3,1.186,3.553,2.274,0.606,3.492,2.751,1.655,1.623,4.05,3.55,1.285,10.945,1.676,4.479,2.275,0.626,3.632,2.83,1.649,1.7,4.071,3.53,1.473,10.684,1.521,5.46,2.275,0.643,3.602,2.831
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Morelos",0.858,0.801,1.709,1.658,0.628,3.416,0.789,1.267,1.723,0.496,1.31,1.124,0.861,0.774,1.734,1.677,0.634,3.434,0.807,1.259,1.721,0.495,1.315,1.188,0.857,0.77,1.774,1.598,0.673,3.419,0.826,1.243,1.713,0.5,1.327,1.169,0.856,0.765,1.739,1.587,0.67,3.388,0.813,1.234,1.709,0.507,1.344,1.126,0.855,0.766,1.755,1.596,0.689,3.495,0.819,1.238,1.709,0.525,1.379,1.113,0.854,0.778,1.668,1.565,0.683,3.59,0.806,1.245,1.704,0.533,1.367,1.158,0.847,0.772,1.633,1.554,0.664,3.591,0.798,1.23,1.7,0.533,1.338,1.125,0.862,0.769,1.691,1.544,0.673,3.532,0.848,1.24,1.698,0.521,1.35,1.142,0.847,0.752,1.698,1.529,0.661,3.648,0.835,1.22,1.695,0.466,1.365,1.178,0.861,0.778,1.676,1.54,0.641,3.733,0.809,1.232,1.688,0.464,1.374,1.164,0.865,0.819,1.628,1.54,0.648,3.664,0.801,1.287,1.689,0.482,1.387,1.126,0.93,0.772,1.646,1.574,0.659,3.726,0.812,1.349,1.684,0.386,1.403,1.105,0.87,0.693,1.656,1.509,0.454,4.174,0.767,0.912,1.688,0.408,1.442,1.101,0.908,0.712,1.567,1.499,0.474,3.939,0.783,1.098,1.683,0.388,1.438,1.102,0.93,0.739,1.47,1.502,0.48,4.174,0.819,1.376,1.675,0.4,1.486,1.074,0.926,0.805,1.394,1.5,0.544,4.476,0.758,1.442,1.665,0.374,1.525,1.062
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Nayarit",0.732,0.45,0.714,0.666,0.167,0.887,0.312,0.822,0.969,0.342,0.533,0.669,0.733,0.433,0.712,0.672,0.173,0.891,0.315,0.824,0.968,0.358,0.539,0.683,0.743,0.452,0.762,0.646,0.191,0.879,0.318,0.824,0.961,0.367,0.546,0.672,0.726,0.43,0.709,0.64,0.187,0.886,0.312,0.789,0.959,0.36,0.54,0.66,0.735,0.453,0.758,0.644,0.194,0.895,0.313,0.799,0.961,0.377,0.551,0.643,0.746,0.462,0.769,0.632,0.194,0.895,0.305,0.806,0.957,0.384,0.545,0.654,0.742,0.477,0.773,0.629,0.19,0.907,0.305,0.815,0.955,0.379,0.535,0.642,0.749,0.496,0.776,0.626,0.185,0.899,0.315,0.849,0.955,0.375,0.535,0.642,0.713,0.476,0.78,0.628,0.183,0.877,0.308,0.824,0.954,0.231,0.506,0.656,0.75,0.486,0.795,0.633,0.178,0.895,0.307,0.826,0.95,0.239,0.508,0.654,0.754,0.485,0.809,0.63,0.165,0.908,0.307,0.842,0.953,0.213,0.509,0.65,0.797,0.556,0.781,0.655,0.206,0.905,0.317,0.84,0.951,0.253,0.536,0.657,0.707,0.473,0.819,0.614,0.158,0.966,0.305,0.675,0.96,0.191,0.508,0.65,0.542,0.321,0.894,0.613,0.165,0.918,0.312,0.765,0.962,0.184,0.498,0.684,0.551,0.329,0.997,0.514,0.165,0.941,0.291,0.773,0.956,0.186,0.489,0.701,0.581,0.348,1.093,0.512,0.181,0.967,0.276,0.781,0.949,0.182,0.498,0.678
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Nuevo León",6.979,12.979,3.317,3.46,5.452,1.019,7.278,3.536,6.139,4.268,4.718,7.209,6.949,12.913,3.25,3.433,5.142,1.044,7.252,3.484,6.136,4.124,4.615,7.192,6.902,12.893,3.256,3.588,4.836,1.003,7.166,3.513,6.14,4.108,4.579,7.29,6.942,12.725,3.26,3.651,4.769,0.993,7.173,3.528,6.136,4.215,4.556,7.086,6.968,12.775,3.289,3.579,4.889,0.984,7.166,3.49,6.131,4.188,4.588,7.153,6.944,12.785,3.409,3.702,5.003,0.981,7.194,3.488,6.132,4.157,4.657,7.068,6.988,12.812,3.414,3.724,5.323,0.998,7.257,3.437,6.129,4.196,4.763,7.169,7.041,12.976,3.328,3.73,5.598,0.978,7.136,3.414,6.123,4.194,4.801,7.45,7.167,13.207,3.382,3.667,5.661,0.932,7.22,3.478,6.121,4.043,4.848,7.419,7.051,13.124,3.471,3.622,5.817,0.982,7.312,3.403,6.119,4.184,4.904,7.536,7.026,13.27,3.591,3.679,5.69,0.95,7.318,3.398,6.11,4.188,4.886,7.82,7.058,13.551,3.615,3.628,5.76,0.959,7.473,3.463,6.11,4.09,4.9,7.851,6.743,12.876,3.715,3.817,5.584,1.02,7.79,1.969,6.089,4.33,4.765,7.835,7.339,13.249,4.131,3.778,5.218,0.966,7.747,4.73,6.069,4.449,4.921,7.927,7.385,13.058,4.643,3.751,4.615,0.994,7.806,4.228,6.068,4.608,4.94,7.877,7.237,12.605,4.933,3.455,4.451,0.97,7.933,3.631,6.067,4.502,4.914,7.868
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Oaxaca",2.453,0.365,3.007,3.082,0.544,11.65,1.043,5.642,1.592,0.28,2.874,1.629,2.459,0.423,3.05,3.118,0.568,11.705,1.08,5.632,1.589,0.27,2.872,1.662,2.48,0.388,3.107,2.977,0.615,11.952,1.103,5.606,1.582,0.269,2.991,1.659,2.451,0.38,3.026,2.944,0.608,11.698,1.063,5.548,1.577,0.278,3.027,1.624,2.439,0.333,3.025,2.969,0.627,11.517,1.066,5.561,1.576,0.278,3.068,1.649,2.452,0.308,2.895,2.914,0.634,11.8,1.014,5.614,1.571,0.277,3.058,1.575,2.369,0.237,2.825,2.887,0.618,11.663,1.011,5.503,1.566,0.276,2.946,1.598,2.361,0.243,2.917,2.878,0.6,12.039,1.077,5.575,1.563,0.278,3.063,1.655,2.286,0.235,2.909,2.898,0.607,12.768,1.069,5.479,1.558,0.281,3.221,1.521,2.361,0.188,2.86,2.912,0.594,12.412,1.048,5.541,1.55,0.283,3.197,1.498,2.372,0.203,2.754,2.895,0.573,12.782,1.042,5.512,1.548,0.282,3.334,1.604,2.074,0.135,3.013,2.951,0.631,12.692,1.054,7.331,1.544,0.305,3.47,1.54,3.941,1.835,3.285,2.821,0.602,10.473,1.015,2.587,1.546,0.278,3.055,1.63,1.984,0.244,2.81,2.818,0.649,11.886,1.066,2.592,1.54,0.289,3.307,1.671,1.816,0.156,2.383,2.725,0.681,11.787,1.133,7.963,1.532,0.293,3.518,1.758,2.115,0.424,2.42,2.741,0.722,11.67,1.005,5.335,1.523,0.288,3.312,1.85
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Puebla",4.303,2.351,4.017,4.134,1.437,7.756,2.488,5.65,7.575,0.514,3.428,3.213,4.495,2.621,4.062,4.171,1.492,8.043,2.522,5.691,7.596,0.518,3.496,3.302,4.626,2.624,4.207,4.015,1.507,7.975,2.531,5.788,7.656,0.531,3.534,3.289,4.607,2.68,4.065,3.994,1.512,7.684,2.5,5.793,7.704,0.541,3.547,3.334,4.639,2.715,4.221,4.025,1.619,7.468,2.513,5.87,7.712,0.574,3.605,3.405,4.653,2.72,4.171,3.952,1.693,7.543,2.472,5.903,7.759,0.582,3.585,3.384,4.643,2.727,4.139,3.936,1.87,7.618,2.481,5.847,7.79,0.584,3.573,3.332,4.527,2.675,4.159,3.906,1.819,7.667,2.528,5.903,7.811,0.58,3.602,3.383,4.509,2.616,4.196,3.914,1.702,7.798,2.594,6.029,7.861,0.607,3.663,3.403,4.58,2.681,3.994,3.938,1.617,7.979,2.541,6.048,7.922,0.56,3.644,3.522,4.356,2.469,4.145,3.919,1.535,7.831,2.541,6.085,7.931,0.568,3.644,3.514,4.457,2.59,4.01,4.045,1.549,8.069,2.585,6.214,8.009,0.563,3.734,3.557,4.039,2.205,4.172,3.787,1.286,7.492,2.493,5.708,7.986,0.518,3.558,3.535,3.219,1.616,4.267,3.769,1.221,8.004,2.542,5.385,8.026,0.501,3.616,3.456,3.143,1.642,4.769,4.122,1.207,8.055,2.756,5.183,8.091,0.549,3.64,3.485,3.251,1.837,4.986,4.099,1.26,7.551,2.616,5.903,8.182,0.555,3.581,3.477
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Querétaro",0.899,0.974,4.123,1.616,3.543,1.339,2.321,1.966,2.334,0.457,1.957,1.964,0.868,1.015,4.089,1.615,3.35,1.332,2.351,1.952,2.336,0.457,1.939,2.057,0.96,0.948,3.773,1.64,2.937,1.331,2.313,1.935,2.355,0.461,1.802,2.125,0.932,0.984,4.097,1.658,3.112,1.341,2.292,1.914,2.362,0.464,1.921,2.182,0.91,0.948,3.884,1.678,2.725,1.327,2.303,1.919,2.358,0.474,1.815,2.195,0.89,0.953,4.121,1.683,2.614,1.334,2.292,1.951,2.37,0.477,1.812,2.23,0.915,0.934,4.258,1.667,2.476,1.329,2.299,1.924,2.375,0.476,1.818,2.24,0.839,0.924,4.102,1.67,2.694,1.351,2.282,1.936,2.374,0.474,1.893,2.394,0.918,0.885,3.958,1.662,2.869,1.35,2.326,1.911,2.383,0.619,1.938,2.45,0.858,0.884,3.974,1.687,2.954,1.346,2.342,1.944,2.395,0.538,1.933,2.454,0.821,0.894,4.098,1.67,2.953,1.382,2.332,1.941,2.388,0.54,1.918,2.512,0.8,0.857,3.997,1.635,3.22,1.37,2.332,1.973,2.398,0.399,1.96,2.502,0.956,0.908,3.684,1.591,2.987,1.258,2.391,2.398,2.375,0.442,1.777,2.483,0.854,0.86,3.6,1.602,2.861,1.31,2.335,2.406,2.369,0.427,1.726,2.443,0.733,0.775,2.85,1.864,2.283,1.308,2.422,2.287,2.385,0.444,1.627,2.4,0.692,0.851,2.509,1.851,2.124,1.294,2.457,2.048,2.406,0.454,1.569,2.409
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Quintana Roo",8.436,6.041,0.905,1.06,1.019,5.99,0.946,3.338,1.403,0.314,2.069,1.345,8.367,6.091,0.906,1.054,1.054,5.706,0.908,3.362,1.405,0.318,2.004,1.336,8.455,6.02,0.93,1.067,1.182,5.575,0.915,3.384,1.415,0.326,2.093,1.311,8.497,6.191,0.904,1.067,1.199,6.081,0.918,3.293,1.418,0.328,2.211,1.272,8.609,6.189,0.915,1.058,1.232,6.136,0.917,3.531,1.418,0.36,2.316,1.296,8.771,6.109,0.884,1.065,1.141,5.93,0.926,3.212,1.424,0.349,2.268,1.333,8.652,6.1,0.871,1.06,1.013,5.949,0.933,3.124,1.428,0.347,2.215,1.377,8.586,5.988,0.892,1.053,0.945,5.875,0.921,3.192,1.429,0.344,2.205,1.431,8.322,5.903,0.893,1.043,1.012,5.298,0.904,3.178,1.434,0.272,2.17,1.507,8.77,5.935,0.895,1.046,0.99,5.477,0.923,3.064,1.442,0.264,2.225,1.504,8.756,5.9,0.889,1.061,1.011,5.788,0.937,3.159,1.44,0.27,2.348,1.534,8.849,5.897,0.859,1.032,1.026,5.603,0.909,2.475,1.442,0.236,2.271,1.555,7.871,6.211,0.756,1.034,0.779,6.177,0.886,1.952,1.433,0.25,2.296,1.319,8.863,6.755,0.795,1.038,0.837,5.468,0.915,2.336,1.436,0.232,2.35,1.377,9.567,6.988,0.86,1.031,0.836,5.563,0.872,2.807,1.445,0.253,2.539,1.426,9.664,6.923,0.85,1.005,0.992,5.766,0.869,2.741,1.456,0.255,2.636,1.548
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|San Luis Potosí",1.493,1.49,1.23,1.385,0.698,0.741,0.885,3.971,1.338,0.29,1.023,1.802,1.514,1.524,1.233,1.387,0.727,0.745,0.909,4.026,1.339,0.286,1.039,1.841,1.493,1.539,1.278,1.373,0.771,0.737,0.889,3.971,1.337,0.292,1.039,1.86,1.52,1.54,1.231,1.37,0.76,0.742,0.959,4.186,1.338,0.297,1.064,1.862,1.492,1.558,1.266,1.359,0.795,0.749,0.907,4.027,1.339,0.307,1.068,1.884,1.495,1.547,1.241,1.361,0.804,0.756,0.93,4.072,1.339,0.305,1.07,1.916,1.468,1.54,1.229,1.361,0.814,0.759,0.903,3.968,1.339,0.304,1.051,1.95,1.466,1.511,1.235,1.344,0.794,0.75,0.883,3.905,1.34,0.303,1.046,2.069,1.446,1.593,1.27,1.352,0.792,0.756,0.911,4.075,1.34,0.391,1.087,2.175,1.493,1.574,1.285,1.366,0.772,0.773,0.91,4.124,1.341,0.388,1.083,2.298,1.503,1.37,1.27,1.378,0.733,0.779,0.937,3.857,1.343,0.396,1.059,2.313,1.495,1.53,1.262,1.389,0.805,0.775,0.86,5.371,1.344,0.413,1.159,2.218,1.474,1.557,1.283,1.414,0.7,0.812,0.816,3.934,1.347,0.364,1.029,2.309,1.555,1.546,1.322,1.414,0.709,0.781,0.855,3.501,1.35,0.359,1.004,2.275,1.546,1.577,1.497,1.402,0.726,0.811,0.858,3.452,1.35,0.364,1.037,2.304,1.532,1.593,1.528,1.367,0.783,0.839,0.84,3.683,1.35,0.353,1.077,2.392
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Sinaloa",1.41,1.434,1.768,1.206,1.497,0.955,3.15,0.854,2.731,0.645,1.461,2.241,1.41,1.414,1.72,1.198,1.56,0.954,3.148,0.844,2.722,0.674,1.467,2.37,1.411,1.425,1.981,1.198,1.543,0.948,3.266,0.836,2.681,0.691,1.495,2.249,1.363,1.419,1.736,1.201,1.554,0.954,3.338,0.833,2.662,0.68,1.486,2.195,1.361,1.455,2.029,1.19,1.675,0.973,3.42,0.841,2.666,0.718,1.558,2.201,1.339,1.462,2.206,1.195,1.77,0.975,3.603,0.838,2.638,0.731,1.607,2.208,1.332,1.449,2.231,1.191,1.973,0.978,3.51,0.825,2.623,0.721,1.648,2.127,1.299,1.429,2.088,1.181,1.923,0.97,3.707,0.823,2.619,0.714,1.667,2.185,1.261,1.386,2.231,1.163,1.813,0.988,3.645,0.81,2.601,0.726,1.655,2.265,1.305,1.416,2.635,1.156,1.748,1.003,3.42,0.815,2.57,0.666,1.623,2.231,1.366,1.416,2.519,1.153,1.668,1.018,3.365,0.82,2.579,0.676,1.588,2.211,1.4,1.344,2.416,1.139,1.668,1.013,3.489,0.768,2.552,0.341,1.541,2.222,1.241,1.193,2.447,1.148,1.511,1.073,3.177,0.895,2.592,0.648,1.502,2.273,1.395,1.351,3.625,1.134,1.39,1.036,3.085,2.156,2.588,0.601,1.577,2.288,1.407,1.432,5.493,1.252,1.4,1.058,3,0.73,2.55,0.613,1.553,2.266,1.391,1.456,6.228,1.184,1.419,1.099,3.081,0.809,2.501,0.577,1.58,2.206
"Distribución de áreas generales, total del sector y economía total por entidad federativa (porcentaje)|Nacional|Sonora",1.597,1.222,1.351,1.561,1.401,0.537,1.396,1.598,1.723,0.948,1.226,2.874,1.598,1.231,1.347,1.52,1.443,0.533,1.402,1.606,1.718,0.977,1.237,2.899,1.583,1.226,1.371,1.593,1.478,0.526,1.392,1.604,1.704,0.995,1.239,2.815,1.556,1.23,1.363,1.633,1.516,0.528,1.401,1.613,1.693,0.988,1.248,2.961,1.544,1.231,1.402,1.561,1.48,0.537,1.4,1.598,1.69,1.027,1.247,3.004,1.514,1.236,1.445,1.603,1.476,0.523,1.402,1.604,1.679,1.04,1.254,3.089,1.517,1.223,1.466,1.601,1.453,0.525,1.406,1.599,1.672,1.033,1.255,3.041,1.512,1.216,1.44,1.584,1.428,0.529,1.421,1.605,1.666,1.032,1.252,3.203,1.509,1.202,1.532,1.571,1.459,0.519,1.414,1.597,1.656,0.791,1.22,3.368,1.498,1.225,1.52,1.559,1.393,0.519,1.414,1.601,1.64,0.962,1.224,3.322,1.536,1.236,1.558,1.571,1.392,0.536,1.404,1.608,1.638,0.967,1.223,3.251,1.582,1.42,1.451,1.514,1.422,0.529,1.434,1.522,1.618,0.751,1.188,3.215,1.587,1.303,1.575,1.595,1.25,0.538,1.475,1.48,1.623,1.163,1.213,3.373,1.588,1.35,1.743,1.547,1.284,0.537,1.462,1.424,1.612,1.131,1.201,3.465,1.536,1.383,1.908,1.362,1.328,0.52,1.46,1.374,1.597,1.135,1.202,3.399,1.515,1.417,1.936,1.169,1.384,0.515,1.477,1.486,1.576,1.114,1.209,3.46
